Department,EducationField,JobRole,BusinessTravel,MaritalStatus,Employee Source,HourlyRate,DailyRate,MonthlyRate,MonthlyIncome,StockOptionLevel,Age,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education,JobLevel,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,TrainingTimesLastYear,Gender,DistanceFromHome,Company Website,LoyaltyFactor,TotalEarnInCompany,JobMatchFactor,SatisfactionCounts,Attrition
Research & Development,Life Sciences,Research Director,Travel_Rarely,Divorced,Company Website,95,922,22578,16184,1,33,10,6,1,0,5,5,4,1,0,19,3,1,3,3,3,4,2,1,1,1,0.6,1427429,1,10,0
Research & Development,Life Sciences,Research Director,Non-Travel,Divorced,Company Website,57,592,22578,16184,1,39,10,6,1,0,5,3,4,4,0,19,3,2,3,3,3,4,2,1,2,1,0.6,1427429,1,11,1
Research & Development,Life Sciences,Research Director,Non-Travel,Divorced,Company Website,57,592,22578,16184,1,39,10,6,1,0,5,3,4,1,0,19,3,2,3,3,3,4,2,1,2,1,0.6,1427429,1,11,1
Research & Development,Medical,Research Director,Travel_Rarely,Divorced,Company Website,95,922,22578,16184,1,33,10,6,1,0,5,5,4,4,0,19,3,1,3,3,3,4,2,1,1,1,0.6,1427429,0,10,0
Research & Development,Life Sciences,Research Director,Travel_Rarely,Divorced,Company Website,95,922,22578,16184,1,33,10,6,1,0,5,5,4,1,0,19,3,1,3,3,3,4,2,1,1,1,0.6,1427429,1,10,0
Research & Development,Life Sciences,Research Director,Non-Travel,Divorced,Company Website,57,592,22578,16184,1,39,10,6,1,0,5,3,4,1,0,19,4,2,3,3,3,4,2,1,2,1,0.6,1427429,1,11,1
Research & Development,Medical,Research Director,Travel_Rarely,Divorced,Company Website,95,922,22578,16184,1,33,10,6,1,0,5,5,4,4,0,19,3,1,3,3,3,4,2,1,1,1,0.6,1427429,0,10,0
Research & Development,Life Sciences,Research Director,Travel_Rarely,Divorced,Company Website,95,922,22578,16184,1,33,10,6,1,0,5,5,4,1,0,19,3,1,3,3,3,4,2,1,1,1,0.6,1427429,1,10,0
Research & Development,Life Sciences,Research Director,Non-Travel,Divorced,Company Website,57,592,22578,16184,1,39,10,6,1,0,5,3,4,4,0,19,3,2,3,3,3,4,2,1,2,1,0.6,1427429,1,11,1
Research & Development,Life Sciences,Research Director,Non-Travel,Divorced,Company Website,57,592,22578,16184,1,39,10,6,1,0,5,3,4,1,0,19,3,2,3,3,3,4,2,1,2,1,0.6,1427429,1,11,1
Sales,Life Sciences,Manager,Travel_Rarely,Divorced,Indeed,44,688,25291,11557,1,31,10,5,4,0,1,3,3,9,0,21,3,3,4,3,2,2,3,0,7,0,0.5,873709,0,12,0
Research & Development,Life Sciences,Manager,Travel_Frequently,Divorced,Indeed,57,1445,25291,11557,1,31,10,5,4,0,1,5,3,9,0,21,3,2,4,3,2,2,3,0,1,0,0.5,873709,0,11,1
Research & Development,Life Sciences,Manager,Travel_Frequently,Divorced,Indeed,57,1445,25291,11557,1,31,10,5,4,0,1,5,3,1,0,21,3,2,4,3,2,2,3,0,1,0,0.5,873709,0,11,1
Sales,Marketing,Manager,Travel_Rarely,Divorced,Indeed,44,688,25291,11557,1,31,10,5,4,0,1,3,3,1,0,21,4,3,4,3,2,2,3,0,7,0,0.5,873709,0,12,0
Sales,Life Sciences,Manager,Travel_Rarely,Divorced,Indeed,44,688,25291,11557,1,31,10,5,4,0,1,3,3,9,0,21,4,3,4,3,2,2,3,0,7,0,0.5,873709,0,12,0
Research & Development,Life Sciences,Manager,Travel_Frequently,Divorced,Indeed,57,1445,25291,11557,1,31,10,5,4,0,1,5,3,9,0,21,4,2,4,3,2,2,3,0,1,0,0.5,873709,0,11,1
Research & Development,Life Sciences,Manager,Travel_Frequently,Divorced,Indeed,57,1445,25291,11557,1,31,10,5,4,0,1,5,3,1,0,21,4,2,4,3,2,2,3,0,1,0,0.5,873709,0,11,1
Sales,Marketing,Manager,Travel_Rarely,Divorced,Indeed,44,688,25291,11557,1,31,10,5,4,0,1,3,3,1,0,21,4,3,4,3,2,2,3,0,7,0,0.5,873709,0,12,0
Sales,Life Sciences,Manager,Travel_Rarely,Divorced,Indeed,44,688,25291,11557,1,31,10,5,4,0,1,3,3,9,0,21,3,3,4,3,2,2,3,0,7,0,0.5,873709,0,12,0
Research & Development,Life Sciences,Manager,Travel_Frequently,Divorced,Indeed,57,1445,25291,11557,1,31,10,5,4,0,1,5,3,1,0,21,3,2,4,3,2,2,3,0,1,0,0.5,873709,0,11,1
Sales,Marketing,Manager,Travel_Rarely,Divorced,Indeed,44,688,25291,11557,1,31,10,5,4,0,1,3,3,1,0,21,4,3,4,3,2,2,3,0,7,0,0.5,873709,0,12,0
Sales,Life Sciences,Manager,Travel_Rarely,Divorced,Indeed,44,688,25291,11557,1,31,10,5,4,0,1,3,3,9,0,21,4,3,4,3,2,2,3,0,7,0,0.5,873709,0,12,0
Research & Development,Life Sciences,Manager,Travel_Frequently,Divorced,Indeed,57,1445,25291,11557,1,31,10,5,4,0,1,5,3,9,0,21,4,2,4,3,2,2,3,0,1,0,0.5,873709,0,11,1
Research & Development,Life Sciences,Manager,Travel_Frequently,Divorced,Indeed,57,1445,25291,11557,1,31,10,5,4,0,1,5,3,1,0,21,4,2,4,3,2,2,3,0,1,0,0.5,873709,0,11,1
Sales,Marketing,Manager,Travel_Rarely,Divorced,Indeed,44,688,25291,11557,1,31,10,5,4,0,1,3,3,1,0,21,4,3,4,3,2,2,3,0,7,0,0.5,873709,0,12,0
Sales,Marketing,Sales Representative,Travel_Frequently,Single,Jora,69,1306,8059,1878,0,18,0,0,0,0,0,3,1,1,1,14,4,2,2,4,3,3,3,0,5,0,0,22536,0,11,1
Research & Development,Life Sciences,Sales Representative,Travel_Frequently,Single,Jora,57,523,8059,1878,0,31,0,0,0,0,0,3,1,1,1,14,3,2,2,4,3,3,3,0,2,0,0,22536,1,11,1
Research & Development,Life Sciences,Sales Representative,Travel_Frequently,Single,Jora,57,523,8059,1878,0,31,0,0,0,0,0,3,1,8,1,14,4,2,2,4,3,3,3,0,2,0,0,22536,1,11,1
Sales,Life Sciences,Sales Representative,Travel_Frequently,Single,Jora,69,1306,8059,1878,0,18,0,0,0,0,0,3,1,8,1,14,3,2,2,4,3,3,3,0,5,0,0,22536,1,11,1
Sales,Marketing,Sales Representative,Travel_Frequently,Single,Jora,69,1306,8059,1878,0,18,0,0,0,0,0,3,1,1,1,14,3,2,2,4,3,3,3,0,5,0,0,22536,0,11,1
Sales,Life Sciences,Sales Representative,Travel_Frequently,Single,Jora,69,1306,3525,1878,0,18,0,0,0,0,0,3,1,8,1,14,3,1,2,4,3,3,3,0,5,0,0,22536,1,10,1
Research & Development,Life Sciences,Sales Representative,Travel_Frequently,Single,Jora,57,523,8059,1878,0,31,0,0,0,0,0,3,1,1,1,14,3,2,2,4,3,3,3,0,2,0,0,22536,1,11,1
Research & Development,Life Sciences,Sales Representative,Travel_Frequently,Single,Jora,57,523,8059,1878,0,31,0,0,0,0,0,3,1,8,1,14,3,2,2,4,3,3,3,0,2,0,0,22536,1,11,1
Sales,Marketing,Sales Representative,Travel_Frequently,Single,Jora,69,1306,8059,1878,0,18,0,0,0,0,0,3,1,1,1,14,4,2,2,4,3,3,3,0,5,0,0,22536,0,11,1
Research & Development,Life Sciences,Sales Representative,Travel_Frequently,Single,Jora,57,523,8059,1878,0,31,0,0,0,0,0,3,1,8,1,14,4,2,2,4,3,3,3,0,2,0,0,22536,1,11,1
Sales,Life Sciences,Sales Representative,Travel_Frequently,Single,Jora,69,1306,8059,1878,0,18,0,0,0,0,0,3,1,8,1,14,3,2,2,4,3,3,3,0,5,0,0,22536,1,11,1
Sales,Marketing,Sales Representative,Travel_Frequently,Single,Jora,69,1306,8059,1878,0,18,0,0,0,0,0,3,1,1,1,14,3,2,2,4,3,3,3,0,5,0,0,22536,0,11,1
Sales,Life Sciences,Sales Representative,Travel_Frequently,Single,Jora,69,1306,3525,1878,0,18,0,0,0,0,0,3,1,8,1,14,3,1,2,4,3,3,3,0,5,0,0,22536,1,10,1
Research & Development,Life Sciences,Sales Representative,Travel_Frequently,Single,Jora,57,523,8059,1878,0,31,0,0,0,0,0,3,1,1,1,14,3,2,2,4,3,3,3,0,2,0,0,22536,1,11,1
Research & Development,Life Sciences,Sales Representative,Travel_Frequently,Single,Jora,57,523,8059,1878,0,31,0,0,0,0,0,3,1,8,1,14,3,2,2,4,3,3,3,0,2,0,0,22536,1,11,1
Sales,Other,Sales Executive,Non-Travel,Divorced,LinkedIn,58,1094,11373,10932,1,40,20,1,0,0,1,3,3,3,0,15,3,3,1,3,3,1,2,0,28,0,0.05,275486,0,10,0
Research & Development,Life Sciences,Sales Executive,Non-Travel,Divorced,LinkedIn,57,981,11373,10932,1,44,20,1,0,0,1,3,3,5,0,15,4,2,1,3,3,1,2,0,5,0,0.05,275486,1,9,0
Sales,Technical Degree,Sales Executive,Non-Travel,Divorced,LinkedIn,58,1094,11373,10932,1,40,20,1,0,0,1,3,3,8,0,15,3,3,1,3,3,1,2,0,28,0,0.05,275486,1,10,0
Sales,Other,Sales Executive,Non-Travel,Divorced,LinkedIn,58,1094,11373,10932,1,40,20,1,0,0,1,3,3,3,0,15,3,3,1,3,3,1,2,0,28,0,0.05,275486,0,10,0
Sales,Technical Degree,Sales Executive,Non-Travel,Divorced,LinkedIn,58,1094,11373,10932,1,40,20,1,0,0,1,3,3,8,0,15,3,3,1,3,3,1,2,0,28,0,0.05,275486,1,10,0
Research & Development,Life Sciences,Sales Executive,Non-Travel,Divorced,LinkedIn,57,981,11373,10932,1,44,20,1,0,0,1,3,3,3,0,15,3,2,1,3,3,1,2,0,5,0,0.05,275486,1,9,0
Research & Development,Life Sciences,Sales Executive,Non-Travel,Divorced,LinkedIn,57,981,11373,10932,1,44,20,1,0,0,1,3,3,5,0,15,3,2,1,3,3,1,2,0,5,0,0.05,275486,1,9,0
Sales,Other,Sales Executive,Non-Travel,Divorced,LinkedIn,58,1094,11373,10932,1,40,20,1,0,0,1,3,3,3,0,15,3,3,1,3,3,1,2,0,28,0,0.05,275486,0,10,0
Research & Development,Life Sciences,Sales Executive,Non-Travel,Divorced,LinkedIn,57,981,11373,10932,1,44,20,1,0,0,1,3,3,5,0,15,4,2,1,3,3,1,2,0,5,0,0.05,275486,1,9,0
Sales,Technical Degree,Sales Executive,Non-Travel,Divorced,LinkedIn,58,1094,11373,10932,1,40,20,1,0,0,1,3,3,8,0,15,3,3,1,3,3,1,2,0,28,0,0.05,275486,1,10,0
Sales,Other,Sales Executive,Non-Travel,Divorced,LinkedIn,58,1094,11373,10932,1,40,20,1,0,0,1,3,3,3,0,15,3,3,1,3,3,1,2,0,28,0,0.05,275486,0,10,0
Sales,Technical Degree,Sales Executive,Non-Travel,Divorced,LinkedIn,58,1094,11373,10932,1,40,20,1,0,0,1,3,3,8,0,15,3,3,1,3,3,1,2,0,28,0,0.05,275486,1,10,0
Research & Development,Life Sciences,Sales Executive,Non-Travel,Divorced,LinkedIn,57,981,11373,10932,1,44,20,1,0,0,1,3,3,3,0,15,3,2,1,3,3,1,2,0,5,0,0.05,275486,1,9,0
Research & Development,Life Sciences,Sales Executive,Non-Travel,Divorced,LinkedIn,57,981,11373,10932,1,44,20,1,0,0,1,3,3,5,0,15,3,2,1,3,3,1,2,0,5,0,0.05,275486,1,9,0
Research & Development,Other,Healthcare Representative,Non-Travel,Single,Recruit.net,62,509,2112,6811,0,41,10,8,7,0,7,4,2,2,1,17,3,1,3,1,3,2,3,1,2,0,0.8,735588,0,8,0
Research & Development,Life Sciences,Healthcare Representative,Travel_Rarely,Single,Recruit.net,57,1467,2112,6811,0,44,10,8,7,0,7,3,2,2,1,17,3,2,3,1,3,2,3,1,20,0,0.8,735588,0,9,0
Research & Development,Life Sciences,Healthcare Representative,Non-Travel,Single,Recruit.net,62,509,2112,6811,0,41,10,8,7,0,7,4,2,0,1,17,3,1,3,1,3,2,3,1,2,0,0.8,735588,0,8,0
Research & Development,Other,Healthcare Representative,Travel_Rarely,Single,Recruit.net,57,1467,2112,6811,0,44,10,8,7,0,7,3,2,0,1,17,3,2,3,1,3,2,3,1,20,0,0.8,735588,0,9,0
Research & Development,Other,Healthcare Representative,Non-Travel,Single,Recruit.net,62,509,2112,6811,0,41,10,8,7,0,7,4,2,2,1,17,3,1,3,1,3,2,3,1,2,0,0.8,735588,0,8,0
Research & Development,Life Sciences,Healthcare Representative,Non-Travel,Single,Recruit.net,62,509,2112,6811,0,41,10,8,7,0,7,4,2,0,1,17,3,1,3,1,3,2,3,1,2,0,0.8,735588,0,8,0
Research & Development,Life Sciences,Healthcare Representative,Travel_Rarely,Single,Recruit.net,57,1467,2112,6811,0,44,10,8,7,0,7,3,2,2,1,17,3,2,3,1,3,2,3,1,20,0,0.8,735588,0,9,0
Research & Development,Other,Healthcare Representative,Travel_Rarely,Single,Recruit.net,57,1467,2112,6811,0,44,10,8,7,0,7,3,2,0,1,17,3,2,3,1,3,2,3,1,20,0,0.8,735588,0,9,0
Research & Development,Other,Healthcare Representative,Non-Travel,Single,Recruit.net,62,509,2112,6811,0,41,10,8,7,0,7,4,2,2,1,17,3,1,3,1,3,2,3,1,2,0,0.8,735588,0,8,0
Research & Development,Life Sciences,Healthcare Representative,Non-Travel,Single,Recruit.net,62,509,2112,6811,0,41,10,8,7,0,7,4,2,0,1,17,3,1,3,1,3,2,3,1,2,0,0.8,735588,0,8,0
Research & Development,Other,Healthcare Representative,Travel_Rarely,Single,Recruit.net,57,1467,2112,6811,0,44,10,8,7,0,7,3,2,0,1,17,3,2,3,1,3,2,3,1,20,0,0.8,735588,0,9,0
Research & Development,Other,Healthcare Representative,Non-Travel,Single,Recruit.net,62,509,2112,6811,0,41,10,8,7,0,7,4,2,2,1,17,3,1,3,1,3,2,3,1,2,0,0.8,735588,0,8,0
Research & Development,Life Sciences,Healthcare Representative,Non-Travel,Single,Recruit.net,62,509,2112,6811,0,41,10,8,7,0,7,4,2,0,1,17,3,1,3,1,3,2,3,1,2,0,0.8,735588,0,8,0
Research & Development,Life Sciences,Healthcare Representative,Travel_Rarely,Single,Recruit.net,57,1467,2112,6811,0,44,10,8,7,0,7,3,2,2,1,17,3,2,3,1,3,2,3,1,20,0,0.8,735588,0,9,0
Research & Development,Other,Healthcare Representative,Travel_Rarely,Single,Recruit.net,57,1467,2112,6811,0,44,10,8,7,0,7,3,2,0,1,17,3,2,3,1,3,2,3,1,20,0,0.8,735588,0,9,0
Sales,Medical,Sales Executive,Travel_Rarely,Divorced,Seek,45,775,4267,4306,2,26,8,0,0,0,0,2,2,5,0,12,3,1,3,1,3,3,5,0,29,0,0,56839,1,8,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Divorced,Seek,57,1358,4267,4306,2,30,8,0,0,0,0,1,2,5,0,12,3,2,3,1,3,3,5,0,16,0,0,56839,1,9,0
Sales,Medical,Sales Executive,Travel_Rarely,Divorced,Seek,57,1358,4267,4306,2,30,8,0,0,0,0,1,2,7,0,12,3,2,3,1,3,3,5,0,16,0,0,56839,1,9,0
Sales,Technical Degree,Sales Executive,Travel_Rarely,Divorced,Seek,45,775,4267,4306,2,26,8,0,0,0,0,2,2,8,0,12,3,1,3,1,3,3,5,0,29,0,0,56839,1,8,0
Sales,Technical Degree,Sales Executive,Travel_Rarely,Divorced,Company Website,45,775,4267,4306,2,26,8,0,0,0,0,2,2,8,0,12,3,1,3,1,3,3,5,0,29,1,0,56839,1,8,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Divorced,Seek,57,1358,4267,4306,2,30,8,0,0,0,0,1,2,5,0,12,3,2,3,1,3,3,5,0,16,0,0,56839,1,9,0
Sales,Medical,Sales Executive,Travel_Rarely,Divorced,Seek,57,1358,4267,4306,2,30,8,0,0,0,0,1,2,7,0,12,3,2,3,1,3,3,5,0,16,0,0,56839,1,9,0
Sales,Medical,Sales Executive,Travel_Rarely,Divorced,Seek,45,775,4267,4306,2,26,8,0,0,0,0,2,2,5,0,12,3,1,3,1,3,3,5,0,29,0,0,56839,1,8,0
Sales,Medical,Sales Executive,Travel_Rarely,Divorced,Seek,57,1358,4267,4306,2,30,8,0,0,0,0,1,2,7,0,12,3,2,3,1,3,3,5,0,16,0,0,56839,1,9,0
Sales,Technical Degree,Sales Executive,Travel_Rarely,Divorced,Seek,45,775,4267,4306,2,26,8,0,0,0,0,2,2,8,0,12,3,1,3,1,3,3,5,0,29,0,0,56839,1,8,0
Sales,Medical,Sales Executive,Travel_Rarely,Divorced,Seek,45,775,22052,4306,2,26,8,0,0,0,0,2,2,5,0,12,3,1,3,1,3,3,5,0,29,0,0,56839,1,8,0
Sales,Technical Degree,Sales Executive,Travel_Rarely,Divorced,Company Website,45,775,4267,4306,2,26,8,0,0,0,0,2,2,8,0,12,3,1,3,1,3,3,5,0,29,1,0,56839,1,8,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Divorced,Seek,57,1358,4267,4306,2,30,8,0,0,0,0,1,2,5,0,12,3,2,3,1,3,3,5,0,16,0,0,56839,1,9,0
Sales,Medical,Sales Executive,Travel_Rarely,Divorced,Seek,57,1358,4267,4306,2,30,8,0,0,0,0,1,2,7,0,12,3,2,3,1,3,3,5,0,16,0,0,56839,1,9,0
Sales,Medical,Sales Executive,Travel_Rarely,Single,Jora,80,195,6698,4859,0,35,5,5,4,0,3,3,2,1,0,16,4,1,3,4,3,3,3,1,1,0,1,349848,1,11,0
Research & Development,Life Sciences,Sales Executive,Travel_Rarely,Single,Jora,57,405,6698,4859,0,57,5,5,4,0,3,2,2,1,0,16,4,2,3,4,3,3,3,1,1,0,1,349848,1,12,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Single,Jora,80,195,6698,4859,0,35,5,5,4,0,3,3,2,4,0,16,3,1,3,4,3,3,3,1,1,0,1,349848,1,11,0
Research & Development,Life Sciences,Sales Executive,Travel_Rarely,Single,Jora,57,405,6698,4859,0,57,5,5,4,0,3,2,2,4,0,16,3,2,3,4,3,3,3,1,1,0,1,349848,1,12,0
Sales,Medical,Sales Executive,Travel_Rarely,Single,Jora,80,195,6698,4859,0,35,5,5,4,0,3,3,2,1,0,16,3,1,3,4,3,3,3,1,1,0,1,349848,1,11,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Single,Jora,80,195,6698,4859,0,35,5,5,4,0,3,3,2,4,0,16,3,1,3,4,3,3,3,1,1,0,1,349848,1,11,0
Research & Development,Life Sciences,Sales Executive,Travel_Rarely,Single,Jora,57,405,6698,4859,0,57,5,5,4,0,3,2,2,1,0,16,3,2,3,4,3,3,3,1,1,0,1,349848,1,12,0
Research & Development,Life Sciences,Sales Executive,Travel_Rarely,Single,Jora,57,405,6698,4859,0,57,5,5,4,0,3,2,2,4,0,16,3,2,3,4,3,3,3,1,1,0,1,349848,1,12,0
Sales,Medical,Sales Executive,Travel_Rarely,Single,Jora,80,195,6698,4859,0,35,5,5,4,0,3,3,2,1,0,16,4,1,3,4,3,3,3,1,1,0,1,349848,1,11,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Single,Jora,80,195,6698,4859,0,35,5,5,4,0,3,3,2,4,0,16,3,1,3,4,3,3,3,1,1,0,1,349848,1,11,0
Research & Development,Life Sciences,Sales Executive,Travel_Rarely,Single,Jora,57,405,6698,4859,0,57,5,5,4,0,3,2,2,4,0,16,3,2,3,4,3,3,3,1,1,0,1,349848,1,12,0
Sales,Medical,Sales Executive,Travel_Rarely,Single,Jora,80,195,6698,4859,0,35,5,5,4,0,3,3,2,1,0,16,3,1,3,4,3,3,3,1,1,0,1,349848,1,11,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Single,Jora,80,195,6698,4859,0,35,5,5,4,0,3,3,2,4,0,16,3,1,3,4,3,3,3,1,1,0,1,349848,1,11,0
Research & Development,Life Sciences,Sales Executive,Travel_Rarely,Single,Jora,57,405,6698,4859,0,57,5,5,4,0,3,2,2,1,0,16,3,2,3,4,3,3,3,1,1,0,1,349848,1,12,0
Research & Development,Life Sciences,Sales Executive,Travel_Rarely,Single,Jora,57,405,6698,4859,0,57,5,5,4,0,3,2,2,4,0,16,3,2,3,4,3,3,3,1,1,0,1,349848,1,12,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Single,LinkedIn,74,258,19921,5337,0,34,10,10,7,5,7,4,2,1,0,12,4,4,4,4,3,4,3,0,21,0,1,704484,1,15,0
Research & Development,Life Sciences,Sales Executive,Travel_Rarely,Single,LinkedIn,57,1490,19921,5337,0,49,10,10,7,5,7,4,2,1,0,12,3,2,4,4,3,4,3,0,7,0,1,704484,1,13,0
Research & Development,Marketing,Sales Executive,Travel_Rarely,Single,LinkedIn,57,1490,19921,5337,0,49,10,10,7,5,7,4,2,5,0,12,3,2,4,4,3,4,3,0,7,0,1,704484,0,13,0
Sales,Other,Sales Executive,Travel_Rarely,Single,LinkedIn,74,258,19921,5337,0,34,10,10,7,5,7,4,2,7,0,12,3,4,4,4,3,4,3,0,21,0,1,704484,0,15,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Single,LinkedIn,74,258,19921,5337,0,34,10,10,7,5,7,4,2,1,0,12,3,4,4,4,3,4,3,0,21,0,1,704484,1,15,0
Sales,Other,Sales Executive,Travel_Rarely,Single,LinkedIn,74,258,19921,5337,0,34,10,10,7,5,7,4,2,7,0,12,3,4,4,4,3,4,3,0,21,0,1,704484,0,15,0
Research & Development,Life Sciences,Sales Executive,Travel_Rarely,Single,LinkedIn,57,1490,19921,5337,0,49,10,10,7,5,7,4,2,1,0,12,3,2,4,4,3,4,3,0,7,0,1,704484,1,13,0
Research & Development,Marketing,Sales Executive,Travel_Rarely,Single,LinkedIn,57,1490,19921,5337,0,49,10,10,7,5,7,4,2,5,0,12,3,2,4,4,3,4,3,0,7,0,1,704484,0,13,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Single,LinkedIn,74,258,19921,5337,0,34,10,10,7,5,7,4,2,1,0,12,4,4,4,4,3,4,3,0,21,0,1,704484,1,15,0
Research & Development,Marketing,Sales Executive,Travel_Rarely,Single,LinkedIn,57,1490,19921,5337,0,49,10,10,7,5,7,4,2,5,0,12,3,2,4,4,3,4,3,0,7,0,1,704484,0,13,0
Sales,Other,Sales Executive,Travel_Rarely,Single,LinkedIn,74,258,19921,5337,0,34,10,10,7,5,7,4,2,7,0,12,3,4,4,4,3,4,3,0,21,0,1,704484,0,15,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Single,Company Website,74,258,23428,2693,0,34,1,1,0,0,0,4,2,1,0,19,3,4,4,1,2,4,3,0,21,1,1,64632,1,11,0
Sales,Other,Sales Executive,Travel_Rarely,Single,LinkedIn,74,258,19921,5337,0,34,10,10,7,5,7,4,2,7,0,12,3,4,4,4,3,4,3,0,21,0,1,704484,0,15,0
Research & Development,Life Sciences,Sales Executive,Travel_Rarely,Single,LinkedIn,57,1490,19921,5337,0,49,10,10,7,5,7,4,2,1,0,12,3,2,4,4,3,4,3,0,7,0,1,704484,1,13,0
Research & Development,Marketing,Sales Executive,Travel_Rarely,Single,LinkedIn,57,1490,19921,5337,0,49,10,10,7,5,7,4,2,5,0,12,3,2,4,4,3,4,3,0,7,0,1,704484,0,13,0
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Single,Recruit.net,66,471,23213,2340,0,26,1,1,0,0,0,3,1,1,1,18,3,3,4,2,1,1,3,0,24,0,1,56160,0,10,1
Sales,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Recruit.net,57,660,23213,2340,0,35,1,1,0,0,0,1,1,1,1,18,3,2,4,2,1,1,3,0,7,0,1,56160,0,9,0
Sales,Marketing,Laboratory Technician,Travel_Rarely,Single,Recruit.net,57,660,23213,2340,0,35,1,1,0,0,0,1,1,1,1,18,3,2,4,2,1,1,3,0,7,0,1,56160,1,9,0
Research & Development,Other,Laboratory Technician,Travel_Rarely,Single,Recruit.net,66,471,23213,2340,0,26,1,1,0,0,0,3,1,1,1,18,4,3,4,2,1,1,3,0,24,0,1,56160,0,10,1
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Single,Recruit.net,66,471,22052,2340,0,26,1,1,0,0,0,3,1,1,1,18,3,3,4,2,1,1,3,0,24,0,1,56160,0,10,1
Research & Development,Other,Laboratory Technician,Travel_Rarely,Single,Recruit.net,66,471,26009,2340,0,26,1,1,0,0,0,3,1,1,1,18,3,3,4,2,1,1,3,0,24,0,1,56160,0,10,1
Sales,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Recruit.net,57,660,23213,2340,0,35,1,1,0,0,0,1,1,1,1,18,3,2,4,2,1,1,3,0,7,0,1,56160,0,9,0
Sales,Marketing,Laboratory Technician,Travel_Rarely,Single,Recruit.net,57,660,23213,2340,0,35,1,1,0,0,0,1,1,1,1,18,3,2,4,2,1,1,3,0,7,0,1,56160,1,9,0
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Single,Recruit.net,66,471,23213,2340,0,26,1,1,0,0,0,3,1,1,1,18,3,3,4,2,1,1,3,0,24,0,1,56160,0,10,1
Sales,Marketing,Laboratory Technician,Travel_Rarely,Single,Recruit.net,57,660,23213,2340,0,35,1,1,0,0,0,1,1,1,1,18,3,2,4,2,1,1,3,0,7,0,1,56160,1,9,0
Research & Development,Other,Laboratory Technician,Travel_Rarely,Single,Recruit.net,66,471,23213,2340,0,26,1,1,0,0,0,3,1,1,1,18,4,3,4,2,1,1,3,0,24,0,1,56160,0,10,1
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Single,Recruit.net,66,471,22052,2340,0,26,1,1,0,0,0,3,1,1,1,18,3,3,4,2,1,1,3,0,24,0,1,56160,0,10,1
Research & Development,Other,Laboratory Technician,Travel_Rarely,Single,Recruit.net,66,471,26009,2340,0,26,1,1,0,0,0,3,1,1,1,18,3,3,4,2,1,1,3,0,24,0,1,56160,0,10,1
Sales,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Recruit.net,57,660,23213,2340,0,35,1,1,0,0,0,1,1,1,1,18,3,2,4,2,1,1,3,0,7,0,1,56160,0,9,0
Sales,Marketing,Laboratory Technician,Travel_Rarely,Single,Recruit.net,57,660,23213,2340,0,35,1,1,0,0,0,1,1,1,1,18,3,2,4,2,1,1,3,0,7,0,1,56160,1,9,0
Research & Development,Technical Degree,Manufacturing Director,Travel_Rarely,Single,Seek,59,799,23848,7491,0,37,12,6,5,1,2,3,3,4,0,17,3,2,4,4,4,3,3,1,1,0,0.5,629244,0,14,0
Sales,Life Sciences,Manufacturing Director,Non-Travel,Single,Seek,57,830,23848,7491,0,24,12,6,5,1,2,2,3,4,0,17,3,2,4,4,4,3,3,1,13,0,0.5,629244,0,14,0
Research & Development,Life Sciences,Manufacturing Director,Travel_Rarely,Single,Seek,59,799,23848,7491,0,37,12,6,5,1,2,3,3,1,0,17,4,2,4,4,4,3,3,1,1,0,0.5,629244,0,14,0
Sales,Medical,Manufacturing Director,Non-Travel,Single,Seek,57,830,23848,7491,0,24,12,6,5,1,2,2,3,1,0,17,3,2,4,4,4,3,3,1,13,0,0.5,629244,0,14,0
Sales,Life Sciences,Manufacturing Director,Non-Travel,Single,LinkedIn,57,830,14720,7491,1,24,12,6,5,1,2,2,3,4,0,17,3,2,4,4,4,3,3,1,13,0,0.5,660706,0,14,0
Sales,Medical,Manufacturing Director,Non-Travel,Single,Seek,57,830,16901,7491,2,24,12,6,5,1,2,2,3,1,0,17,3,2,4,4,4,3,3,1,13,0,0.5,692168,0,14,0
